1
(Intercept)	47.7246919519025
cg00001099	0
cg00002145	0
cg00002591	0
cg00004219	0
cg00007466	0
cg00009421	0
cg00009871	0
cg00011482	0
cg00012960	0
cg00015603	0
cg00017121	0
cg00017271	0
cg00017362	0
cg00017826	0
cg00019377	0
cg00019458	0
cg00021242	0
cg00021933	0
cg00022138	0
cg00022871	0
cg00023024	0
cg00023154	0
cg00023750	0
cg00024170	0
cg00028184	0
cg00033155	0
cg00037930	0
cg00042059	0
cg00045748	0
cg00045787	0
cg00046105	0
cg00049894	0
cg00051590	0
cg00053927	0
cg00054408	0
cg00054496	0
cg00054890	0
cg00055555	0
cg00056754	0
cg00061805	0
cg00064020	0
cg00066554	0
cg00067196	0
cg00069059	0
cg00071274	0
cg00074415	0
cg00076313	0
cg00079785	0
cg00083262	0
cg00085493	0
cg00087546	0
cg00088410	0
cg00088797	0
cg00089512	0
cg00093478	0
cg00094319	0
cg00097088	0
cg00097619	0
cg00099306	0
cg00101350	0
cg00103778	-0.39895774936864
cg00107630	0
cg00107916	0
cg00111977	0
cg00112798	0
cg00113194	0
cg00113321	0
cg00114312	0
cg00114478	0
cg00115567	0
cg00118317	0
cg00118507	0
cg00119053	0
cg00121366	0
cg00122944	0
cg00123181	0
cg00123478	0
cg00131691	0
cg00131705	0
cg00134539	0
cg00134563	0
cg00135038	0
cg00135416	0
cg00137696	0
cg00137918	0
cg00142925	0
cg00146655	0
cg00146951	0
cg00151124	0
cg00152611	0
cg00158442	0
cg00163668	0
cg00163859	0
cg00168835	0
cg00170931	0
cg00171113	0
cg00172696	0
cg00174500	0
cg00175153	0
cg00175895	0
cg00182053	0
cg00183546	0.0117426561369003
cg00189101	0
cg00192275	0
cg00196012	0
cg00200645	0
cg00206161	0
cg00206999	-0.223286778273556
cg00207280	0
cg00207873	0
cg00210768	0
cg00212470	0
cg00215066	0
cg00215896	0
cg00218404	0
cg00221993	0
cg00222472	0.0553275963213359
cg00222656	0
cg00225697	0
cg00227578	0
cg00227665	0
cg00231099	0
cg00231405	0
cg00235336	0
cg00236729	0
cg00239988	0
cg00242325	0
cg00250409	0
cg00252442	0
cg00252813	0
cg00253339	0
cg00253681	0
cg00253900	0
cg00255699	0
cg00260803	0
cg00265304	0
cg00266968	0
cg00267360	0
cg00270093	0
cg00273124	0
cg00273657	0
cg00277753	0
cg00281664	0
cg00281967	0
cg00282731	0
cg00283046	0
cg00283857	0
cg00287016	0
cg00287165	0
cg00288763	0
cg00292073	0
cg00292636	0
cg00293616	0
cg00294065	0
cg00297584	0
cg00298065	0
cg00298475	0
cg00300822	0
cg00303989	0
cg00305874	0
cg00306395	0
cg00306578	0
cg00307383	0
cg00307662	0
cg00308618	0
cg00309873	0
cg00313872	0
cg00322509	0
cg00322632	0
cg00325528	0
cg00326642	0
cg00330958	0
cg00331237	0
cg00333828	0
cg00341191	0
cg00344577	0
cg00348389	0
cg00348802	-0.0159764048816295
cg00353844	0
cg00359395	0
cg00364339	0
cg00369241	0
cg00373371	0
cg00375819	0
cg00376735	0
cg00377301	0
cg00378999	0
cg00382053	0
cg00387551	0
cg00395894	0
cg00397104	0
cg00398781	0
cg00399295	0
cg00400987	0
cg00405939	0
cg00410719	-0.0340822372133927
cg00414689	0
cg00418282	0
cg00418303	0
cg00419568	0
cg00420895	0
cg00423167	0
cg00423364	0
cg00423702	0
cg00425843	0
cg00431324	0
cg00431837	0
cg00439089	0
cg00439790	-0.0263828557348803
cg00448814	0
cg00452270	0
cg00452400	0
cg00457087	0
cg00458833	0
cg00458927	0
cg00459078	0
cg00460286	0
cg00460916	0
cg00468846	0
cg00471400	0
cg00471857	0
cg00473167	0
cg00474943	0
cg00486259	0
cg00486564	0
cg00488283	0
cg00489485	0
cg00492070	0
cg00495462	0
cg00495740	0
cg00495896	0
cg00497956	0
cg00500540	0
cg00501242	0
cg00501869	0
cg00503690	0
cg00505979	0
cg00506590	0
cg00508697	0
cg00510502	0
cg00510870	0
cg00512031	0
cg00512103	0
cg00514241	0
cg00515242	0
cg00515814	0
cg00516271	0
cg00520622	0
cg00521464	0
cg00530564	0
cg00530650	-0.0209950008474485
cg00534624	0
cg00538923	0
cg00539542	0
cg00547318	0
cg00549398	0
cg00551398	0
cg00552525	0
cg00552753	0
cg00553355	0
cg00559963	0
cg00561803	0
cg00562088	0
cg00562312	0
cg00569190	0
cg00574958	0
cg00576108	0
cg00576435	0
cg00577070	0
cg00580497	-0.134635788718373
cg00581590	0
cg00585033	0
cg00587115	0
cg00588517	-0.316615577709664
cg00590500	0.379031936534857
cg00595787	0
cg00595889	0
cg00599463	0
cg00602416	0
cg00609296	0
cg00612176	0
cg00612225	0
cg00612308	0
cg00616687	0
cg00616922	0
cg00620476	0
cg00621197	0
cg00622749	0
cg00624564	0
cg00624939	0
cg00624976	0
cg00625351	0
cg00627998	0
cg00630781	0
cg00630892	0
cg00635522	0
cg00638020	0
cg00642607	0
cg00644107	0
cg00647233	0
cg00647246	0
cg00648452	0
cg00649734	0
cg00651400	0
cg00653997	0
cg00655094	0
cg00661753	0
cg00663832	0
cg00668559	0
cg00670060	0
cg00670111	0
cg00671534	0
cg00675600	0
cg00676960	0
cg00679184	0
cg00679738	0
cg00679877	0
cg00686404	0
cg00689010	0
cg00694777	0
cg00695090	0
cg00699831	0
cg00700389	0
cg00700466	0
cg00702307	0
cg00703120	0
cg00707881	0
cg00710180	0
cg00715811	0
cg00717995	0
cg00718643	0
cg00720047	0
cg00725654	0
cg00726151	-0.00209153027401675
cg00727310	0
cg00728317	0
cg00730857	0
cg00745046	0
cg00748958	0
cg00751072	0
cg00751633	0
cg00752143	0
cg00753658	0
cg00754740	0
cg00756748	0
cg00757262	0
cg00761242	0
cg00764652	0
cg00767503	0
cg00769470	0
cg00771642	0
cg00771935	0
cg00773060	0
cg00773233	0
cg00776364	0
cg00779565	0
cg00781388	0
cg00782811	0
cg00783000	0
cg00786657	0
cg00786939	0
cg00788204	0
cg00790741	0
cg00791712	0
cg00793954	0
cg00796728	0
cg00801798	0
cg00804210	0
cg00805867	0
cg00806535	0
cg00808918	0
cg00810939	0
cg00811122	0
cg00813560	0
cg00814597	0
cg00820513	0
cg00821483	0
cg00825317	0
cg00825597	0
cg00833394	0.328014089465627
cg00835521	0
cg00842231	-0.00130766079298823
cg00844791	0
cg00845900	0
cg00846140	0
cg00846502	0
cg00848480	0
cg00853819	0
cg00853853	0.0930292154688083
cg00858015	0
cg00859280	0
cg00864458	0
cg00866206	0
cg00866439	0
cg00866814	0
cg00873351	-0.204315997144564
cg00878374	0
cg00879840	0
cg00881378	0
cg00882685	0
cg00886669	0
cg00888336	0
cg00889356	0
cg00892419	0
cg00895174	0
cg00899483	0
cg00899856	0
cg00900105	0
cg00904548	0
cg00907198	0
cg00908551	0
cg00909226	0
cg00910052	0
cg00910844	0
cg00912946	0
cg00914781	0
cg00915372	0
cg00919689	0
cg00920990	0
cg00921160	0
cg00925722	-0.14198178181722
cg00933443	0
cg00934299	0
cg00934987	0
cg00939082	0
cg00941983	0
cg00949008	0
cg00950086	0
cg00952342	0
cg00952576	0
cg00957223	0
cg00957325	0
cg00958217	0
cg00960772	0
cg00961640	0
cg00964918	0
cg00967885	0
cg00968270	0
cg00971309	0
cg00972313	0
cg00973115	0
cg00973947	0
cg00978203	0
cg00978519	0
cg00981060	0
cg00982400	0
cg00987246	0
cg00990769	0
cg00990974	0
cg00991192	0
cg00999267	0
cg01005350	0
cg01007262	0
cg01008495	0
cg01008557	0
cg01010931	0
cg01011533	0
cg01012134	0
cg01014113	0
cg01017689	0
cg01017926	0
cg01019249	0
cg01019985	0
cg01020263	0
cg01020484	0
cg01021847	0
cg01022189	0
cg01023787	0
cg01024792	0
cg01028379	0
cg01028920	0
cg01035170	0
cg01035640	0
cg01038640	0
cg01039898	0
cg01040169	0
cg01040624	0
cg01042983	0
cg01046943	0
cg01055099	0
cg01055695	0
cg01062834	0
cg01065599	0
cg01067010	0.00366602029936483
cg01070219	0
cg01072217	0
cg01072388	0
cg01074001	0
cg01074413	0
cg01074795	0
cg01076485	0
cg01077379	0
cg01077846	0
cg01080357	0.143123140848432
cg01083589	0
cg01084635	0
cg01088239	0
cg01092561	0
cg01093800	0
cg01093938	0
cg01094301	0
cg01098142	-0.065706842537051
cg01102073	0
cg01105948	0
cg01109333	0
cg01109643	0
cg01113435	0
cg01114217	0
cg01116134	0.283111649199108
cg01120132	0
cg01124523	0
cg01124529	0
cg01124575	0
cg01128412	0
cg01131625	0
cg01131917	0
cg01132160	0
cg01132515	0
cg01132579	0
cg01132785	0
cg01132893	0
cg01133446	0
cg01135315	0
cg01139403	0
cg01139503	0
cg01140214	0
cg01144053	0
cg01144965	0
cg01145353	0
cg01145544	0
cg01151365	0
cg01152374	-0.0479800263718925
cg01153834	0
cg01155404	0
cg01156629	0
cg01157525	0
cg01158094	0
cg01159380	0
cg01160855	0
cg01161811	0
cg01162494	0
cg01162900	0
cg01165362	0
cg01169396	0
cg01170591	0
cg01171212	0
cg01177488	0
cg01183586	0.25028120182753
cg01186725	0
cg01188235	0
cg01192291	0
cg01194444	0
cg01195732	0
cg01196268	0
cg01196712	0
cg01203331	0
cg01205124	0
cg01206970	0
cg01207623	0
cg01207650	0
cg01215027	0
cg01217984	0
cg01218720	0
cg01223011	0
cg01227084	0
cg01227294	0
cg01230207	0
cg01230254	0
cg01230325	0
cg01235083	0
cg01238234	0
cg01240094	0
cg01243823	-0.310389763817087
cg01245284	0
cg01246855	0
cg01249544	0
cg01250212	0
cg01251118	0
cg01255591	0
cg01255850	0.331730510351757
cg01256999	0
cg01266338	0
cg01267899	0
cg01269083	0
cg01274812	0
cg01275632	0
cg01275934	0
cg01281038	0
cg01287592	0
cg01290345	0
cg01291761	0
cg01294283	0
cg01296347	0
cg01297265	0
cg01298987	0
cg01312265	0
cg01312316	0
cg01312394	0
cg01318461	0
cg01320218	0
cg01320491	0
cg01330016	0
cg01330096	0
cg01332342	0
cg01333706	0
cg01334632	0
cg01334682	0
cg01338494	0
cg01343344	0
cg01344119	0
cg01344797	0
cg01348086	0
cg01348873	0
cg01349856	0
cg01350081	0
cg01352090	0
cg01353960	0
cg01354656	0
cg01355739	0
cg01360119	0.121149787188079
cg01360333	0
cg01364137	0
cg01365049	0.0858309425789718
cg01369522	0
cg01373319	0
cg01375869	0
cg01378159	0
cg01381795	0
cg01382953	0
cg01387771	0
cg01387797	0
cg01389964	0
cg01390445	0
cg01390564	0
cg01392481	0
cg01395424	0
cg01397968	0
cg01399319	0
cg01400900	0
cg01403058	0
cg01403320	0
cg01405751	0
cg01407900	0
cg01411652	0
cg01415344	0
cg01417313	0
cg01428195	0
cg01429256	0
cg01431908	0
cg01432329	0
cg01435464	0
cg01435678	0
cg01437411	0
cg01438685	0
cg01442781	0
cg01443394	0
cg01444242	0
cg01446287	0
cg01447174	0
cg01448544	0
cg01448711	0
cg01449168	0
cg01449674	0
cg01452452	0
cg01456989	0
cg01457169	0
cg01458646	0
cg01466082	0
cg01467592	0
cg01474260	0
cg01474925	0
cg01476739	0
cg01477253	0
cg01479645	0
cg01482184	0
cg01484843	0
cg01485326	0
cg01485547	0
cg01491360	0
cg01492170	0
cg01500877	0
cg01501476	0
cg01505109	0
cg01506298	0
cg01508757	0
cg01510588	0
cg01511232	0
cg01514015	0
cg01517776	0
cg01518138	0
cg01518188	0
cg01523769	0
cg01531701	0
cg01533082	0
cg01535838	0
cg01538392	0
cg01548889	0
cg01549315	0
cg01551177	0
cg01552731	0
cg01554970	0
cg01555253	0
cg01555352	0
cg01556017	0
cg01559300	0
cg01563502	0
cg01563774	0
cg01564671	0
cg01566304	0
cg01566834	0
cg01568736	0
cg01570495	0
cg01571491	0
cg01571842	0
cg01572468	0
cg01577529	0
cg01579024	0
cg01583866	0
cg01586768	0
cg01590342	0
cg01592263	0
cg01593609	0
cg01593808	0
cg01595204	0
cg01598675	0
cg01602345	0
cg01603430	0
cg01603508	0
cg01604138	0
cg01604480	0
cg01606471	0
cg01608001	0
cg01612003	0
cg01613725	0
cg01614597	0
cg01616440	0
cg01619796	0
cg01620208	0
cg01620570	0
cg01623187	0
cg01624004	0
cg01624068	0
cg01624637	0
cg01625945	0
cg01627483	0
cg01627785	0
cg01637289	0
cg01638312	0
cg01641509	0
cg01642564	0
cg01643628	0
cg01643927	0
cg01647795	0
cg01652476	0
cg01653446	0
cg01654582	0
cg01654824	0
cg01656221	0
cg01656470	0
cg01657380	0
cg01658509	0
cg01664325	0
cg01665432	0
cg01671642	0
cg01673240	0
cg01682070	0
cg01687267	0
cg01693539	0
cg01695672	0
cg01703966	0
cg01704400	0
cg01704999	0
cg01706943	0
cg01709288	0
cg01709493	0
cg01709543	0
cg01709921	0
cg01711124	0
cg01714087	0
cg01714172	0
cg01717246	0
cg01718222	0
cg01719141	0
cg01721410	0
cg01721450	0
cg01723464	0
cg01723606	0
cg01727923	0
cg01740282	0
cg01746241	0
cg01746503	0
cg01747222	0
cg01748498	0
cg01749467	0
cg01751961	0
cg01754958	0
cg01757168	0
cg01757206	0
cg01758022	0
cg01759672	0
cg01760580	0
cg01760876	0
cg01773689	0
cg01773807	0
cg01775265	0
cg01776045	0
cg01777678	0
cg01779559	0
cg01780685	0
cg01781223	0
cg01781850	0
cg01783151	0
cg01784819	0
cg01789705	0
cg01790577	0
cg01791121	0
cg01791241	0
cg01793368	0
cg01795704	0
cg01799856	0
cg01800146	0
cg01804500	0
cg01804679	0
cg01805270	0
cg01808723	0
cg01809895	0
cg01811559	0
cg01817009	0
cg01817019	0
cg01817364	0
cg01820374	-0.00367546963847732
cg01821993	0
cg01826117	0
cg01826322	0
cg01827098	0
cg01833689	0
cg01834566	0
cg01834776	0
cg01838853	0
cg01842837	0
cg01843189	0
cg01847269	0
cg01849047	0
cg01849531	0
cg01850889	0
cg01852648	0
cg01853079	0
cg01853665	0
cg01860954	0
cg01861131	0
cg01863319	0
cg01863964	0
cg01864100	0
cg01871498	0
cg01871631	0
cg01871907	0
cg01872122	0
cg01875838	0
cg01881464	0
cg01882395	0
cg01884715	-0.101004325584708
cg01894667	0
cg01895439	0
cg01897517	0
cg01898337	0
cg01899600	0
cg01901022	0
cg01904393	0
cg01904985	0
cg01907829	0
cg01908177	0
cg01909243	0
cg01909621	0
cg01909705	0
cg01917852	0
cg01922433	0
cg01922613	0
cg01922936	0
cg01925469	0
cg01926614	0
cg01926717	0
cg01931714	0
cg01933917	0
cg01934390	0
cg01935096	0
cg01938025	0.0101526293001773
cg01939443	0
cg01941680	0
cg01941881	0
cg01942492	0
cg01946784	0
cg01946920	0
cg01949403	0
cg01949455	0
cg01950074	0
cg01952027	0
cg01958928	0
cg01959238	0
cg01959262	0
cg01962463	0
cg01962471	0
cg01965751	0
cg01965950	0
cg01966674	0
cg01967510	0
cg01967586	0
cg01968657	0
cg01970784	0
cg01971363	0
cg01972350	0
cg01973605	-0.0902136608005441
cg01974001	-0.0366673527285182
cg01974478	0
cg01976992	0
